bee	-16392.403686094713
ng	-9238.968970941844
bega	-8571.51921830023
severa	-8330.719977977971
whil	-8249.192403966874
eries	-7176.8956397536285
sometime	-7028.444699767371
Unite	-6751.3844119699515
192	-6333.737816430137
Novemb	-5036.362763904849
Ri	-4941.684402892372
mu	-4842.584928532331
Wa	-4242.643163159661
alway	-4228.228189440936
buil	-4142.72434151243
Spa	-4060.2252478619293
centur	-3883.1808723489025
Ni	-3864.2206717208055
Apri	-3818.1822542889786
Fi	-3800.0741919260877
Janu	-3550.779012103338
larges	-3522.919733199292
rec	-3414.0020299714815
zi	-3378.7457147363757
Ja	-3239.1625470402905
quickl	-2760.22023364068
bigge	-2735.147889100492
ku	-2563.7443778801326
qua	-2555.2856849993254
Hi	-2553.4070604850367
Ki	-2471.7299790669163
qui	-2462.1223689859753
categor	-2455.863790608529
para	-2448.1429498400266
184	-2433.037982892282
Dur	-2430.633440170141
gra	-2418.3851303867805
Arm	-2393.648109039289
leas	-2310.231434943484
Ya	-2291.68028923288
littl	-2260.562578699648
locate	-2257.3331756210114
thos	-2217.2129277013023
201	-2158.723026268036
uti	-2111.614548679114
Octo	-2096.1761852887166
183	-2027.244725906392
controll	-2021.3705082420295
nough	-2019.6886694608838
earlie	-1979.7551148083103
manage	-1920.3713301387595
ez	-1891.5654506091735
agi	-1859.1730981944852
storie	-1857.8226704112576
goe	-1755.6364476009041
Ku	-1748.583287860258
probabl	-1724.7036779129248
municipalit	-1724.0926709837347
Chi	-1689.1168171201307
Bri	-1685.869959648919
factor	-1684.9593613148795
Cu	-1669.069369036992
Wome	-1656.9445617116692
Za	-1654.3735699563795
carrie	-1615.7215005164903
referre	-1611.8450430971845
Sometime	-1594.7355403201736
organize	-1567.9595210006814
uri	-1561.4116001385796
dependenc	-1510.5382437305452
companie	-1505.8132903959565
toward	-1479.9513384821767
logy	-1479.8405504943946
pent	-1473.3805638227038
Va	-1452.7733296759236
militar	-1431.6217597440382
Tra	-1425.7950451709387
Shi	-1421.3245826855868
eventual	-1416.063222896435
avi	-1398.1039767498207
179	-1380.6516034120336
compose	-1370.364764197084
Toda	-1356.731445127769
majorit	-1355.1434723296725
stoppe	-1335.5405862611249
ova	-1327.0489009126763
Secretar	-1311.9397556833558
worker	-1303.1603530148973
merge	-1290.5441934315165
identifie	-1290.2781900038758
leav	-1261.8772478567457
especial	-1248.0102579601328
Nav	-1247.0763052626357
pull	-1239.1933972538343
mention	-1225.7980681910378
brough	-1225.4453876072148
emi	-1214.468727947707
twic	-1213.255890239002
matche	-1206.333292155954
Zo	-1204.084782864811
imply	-1202.4245760346425
Vo	-1201.6716881532
Bou	-1193.118024013335
bri	-1179.3421291235124
themsel	-1174.7359881772434
hir	-1170.2518065567638
Para	-1166.1622071045986
copie	-1160.7440744275054
propert	-1158.6943288695918
cen	-1138.5680611940227
Sho	-1129.9896903586473
mba	-1109.5589740458045
soldier	-1103.5387318592584
memor	-1094.3021418758522
177	-1081.9884241294299
kar	-1079.6330098491947
Whil	-1070.5065403995782
Yu	-1059.1909763819215
mini	-1042.47153275882
estimate	-1041.8485722837563
extend	-1037.3769486930582
partie	-1025.7107195111623
mac	-1014.5477806416101
divide	-1012.7544155913763
observe	-1007.9238473170387
lli	-1007.545989007459
Stra	-982.3382088653418
Zh	-980.6069625518243
determine	-970.7004457644346
plann	-967.7271863386951
SC	-964.8141488421943
Ã©r	-961.3825713208115
bil	-960.3913593528139
engineer	-959.5315447760206
applie	-950.1742221727897
Cen	-943.1828815889597
Dec	-938.9902140416906
ou	-936.4787045447486
gli	-936.2837297438554
burie	-927.8932274927072
file	-927.3609785177531
chu	-923.7504558762078
prove	-915.2797202348358
occurr	-914.5524763275075
realize	-911.18525534736
ike	-898.3474777570553
travell	-889.7985170564966
gue	-885.4563882126592
Luc	-884.44232161928
prisoner	-883.8907793824151
Live	-883.611796874772
refuse	-882.021653559816
personalit	-878.4821980887037
pho	-874.2749811192567
caus	-873.7659601033713
ride	-871.9873772608154
identit	-869.2807592630488
metre	-865.627472692344
feeling	-863.4296383287317
stan	-862.7870346494864
asily	-861.5964082452213
pir	-856.7134107767265
icia	-846.8140024469977
mov	-846.2788150613076
87	-843.8321801313348
gri	-839.3430935539209
resign	-839.3113107559149
spell	-839.1391635426719
Pra	-836.4550653104563
compare	-834.3338249941226
bear	-833.3226074535503
Kan	-832.72457747663
Win	-831.6754908367628
confirm	-831.5760364124224
hope	-829.6527452128475
primar	-827.5988915480523
Barr	-825.1614704145362
reveal	-823.2213318248386
lus	-822.9329259889921
photograph	-821.4536008257354
Pet	-818.5619590705337
boundar	-813.988365240948
bol	-810.1871245698508
pla	-809.1617138378705
Senat	-806.8351317257893
spoke	-805.4458161755113
wenty	-797.3840935567521
Pla	-796.0854176080888
react	-796.0068366794594
pic	-794.0835094025018
nce	-791.7695226789453
Chu	-780.1965271727258
ratio	-779.0365855228193
175	-778.6781335031701
translate	-773.2900526812018
cro	-771.6179385953596
breed	-771.3283721014523
hak	-769.5860417168989
universit	-765.5717095991307
effective	-764.6103032657797
Ran	-763.1173722285957
Allie	-761.2224381783535
05	-759.4745507167968
176	-758.4686003819918
creat	-757.8983796042573
Nation	-757.5493004638897
priest	-756.4100018148889
poll	-749.1277246380283
magic	-747.9534489560468
realit	-745.251322818254
bone	-738.7492062631143
angr	-737.8594412531436
DN	-737.4822494786165
Cre	-736.8740311960474
Bla	-731.7407835801725
Fra	-727.3294305315984
viv	-727.0383100266138
expensi	-725.549824382394
Marc	-721.0392185855463
kha	-720.8414883905663
Librar	-719.5582208557435
easie	-718.1685515431466
Thu	-715.9061384241111
jur	-715.5569990632306
invente	-714.2282793715005
lac	-713.3513513509312
gro	-712.7788980108404
Ye	-711.6269757771557
Manch	-708.7839523800087
rai	-706.9358644229338
Islami	-702.6171681236459
mol	-701.9167342386647
lyric	-701.4882440374294
Tak	-701.2220230219266
organism	-700.9421412833963
udi	-700.1886198729937
coin	-699.8150541155405
basi	-696.6399509350933
Sara	-692.551685344712
Kal	-690.1287447581667
skill	-686.1838272390739
propose	-684.7830374522129
household	-683.1058985049749
tag	-681.7340017419307
operat	-679.8559815044346
Merc	-678.6704765653068
Mak	-674.6397530693473
speaker	-674.1142018487063
cave	-672.3409890186844
03	-671.9913078580653
librar	-669.2250343935334
Alexand	-664.8100448397702
exception	-662.5015923024827
possibl	-660.5482798836069
Juli	-659.4023623169733
Ren	-657.4062771999749
maker	-650.5445375983555
lop	-649.8170365945505
gel	-648.694495468608
McC	-645.349319315813
Perc	-644.7160663072426
arrive	-644.6014144827577
transferr	-644.5390634877003
170	-643.8665203314815
Kra	-640.7234765917325
ept	-640.224513425891
blow	-638.7690201321037
rag	-635.4277465312177
Scotti	-634.5077830033925
RC	-633.6021402635995
Turki	-631.0384498522984
welve	-630.2228115266557
arc	-629.7369081741685
eck	-629.3540323594968
Cra	-628.1591407462076
graphic	-627.462210273417
Earl	-627.449649163482
duc	-624.7182404420473
notice	-623.3319655737139
Mexic	-621.0412878466577
transform	-621.019484776943
twin	-620.9647996879593
rim	-620.3668175616261
Dictionar	-616.707403839836
criticize	-616.2205493577613
uz	-615.7291821572704
gne	-613.8853067970028
jar	-612.3913516737307
credit	-610.1490291078283
attraction	-608.7508603834699
iki	-604.5278253857339
victor	-602.0039202045583
130	-601.2864992791567
drawing	-599.6295832696759
task	-597.3353857293271
representative	-596.2669102892821
balance	-595.1049190992544
wait	-593.3572617543006
Tar	-591.9592512928716
NC	-590.7421700658185
documentar	-589.5614068306487
headquarter	-589.4421506765023
Francisc	-587.4499982899649
particle	-586.1711270750334
Lev	-585.2274123696891
Mari	-583.0825330138878
seed	-581.6241405258651
philosoph	-580.4254019867236
Harv	-579.9028142761435
prepare	-576.6621771370741
%)	-574.9582127737776
jump	-574.954362220692
dney	-574.8943086455204
bull	-572.4413508457067
item	-567.6691359720134
statement	-567.5363573609878
characteristic	-567.3515764263966
Fun	-567.2890271223712
Gor	-565.7244348367169
Medi	-565.206814358248
uff	-564.0110286570659
visitor	-562.690550167981
reform	-558.6345525304962
owe	-558.5909096087858
cub	-558.4316982776251
Kam	-553.2295882259053
respective	-552.8922752663204
ool	-552.2180232085593
900	-550.547753639517
Berg	-547.6189299103951
yard	-547.5891336149216
rip	-546.8073004182132
Player	-544.9293431247843
cci	-543.383143276243
Mill	-538.8376619956509
entrance	-538.2559192061171
Bull	-536.3074938696907
farmer	-536.069735282433
varie	-534.491511362967
pitch	-534.4429496148891
accidental	-533.8465835512415
Girl	-532.9676185652543
northeast	-532.8223681930012
AID	-531.4694084492695
PD	-529.7058383864705
capacit	-527.7639438168977
rib	-527.4468782621061
airline	-527.3560436624161
Mau	-527.1631235730157
conductor	-526.0665225136287
bush	-525.0600357443166
pac	-525.0598592600127
ML	-523.2578101191418
Kara	-520.6956987343046
classe	-518.2138437420693
literal	-518.2085140715132
wrestl	-518.0433140708147
Norwa	-517.0031672334354
GP	-516.8277719924952
Sid	-516.457705213754
polo	-516.1182810043229
resource	-512.6300742667122
application	-511.77132255976784
Original	-511.34717866463984
politic	-510.104515905997
fighter	-509.58761422923754
convention	-508.0827770819182
securit	-506.0408566492006
temporar	-505.890613655916
Carl	-504.61829135305675
contribution	-504.5706253341585
1910	-504.4384684808558
Tru	-503.8634647221247
historian	-501.93987263795833
mistake	-500.3374285635564
Onc	-500.18757873055335
handle	-500.1755995937546
suitabl	-498.40604722230506
update	-497.75344862235045
Adam	-497.06875383943304
curve	-496.68834373453814
Lil	-496.47970477173413
1917	-495.9384007884007
Ker	-494.5930338631248
Laur	-494.49767222900766
ED	-492.95311841380305
worrie	-491.81953894139804
Belgi	-489.91228183233244
publication	-489.734680003899
Sav	-488.14914811335075
capabl	-487.9292413661145
Dom	-486.67453508283273
till	-485.98285698995505
intend	-484.9081996337077
northwest	-484.89342997560846
expression	-484.73933084281555
repair	-481.6565643476779
customer	-480.6045900826632
1919	-480.55600588972214
Zu	-480.1924712653274
coat	-479.56738655536424
agent	-477.0418023624489
bid	-476.6332811947978
electrical	-476.3811764864641
uncle	-475.1937759380933
southeast	-474.63896013863064
wake	-474.6007307469434
Texa	-473.26487629618987
Neu	-472.7463096752947
rust	-471.28609805091276
execute	-470.9578797919621
lau	-470.65584952698964
Wrestl	-470.42052527681824
spec	-469.6879321094885
Gene	-466.7740428568759
excellen	-466.4664179355331
mine	-463.7224214066101
scholar	-460.77939984376985
understanding	-460.6320293823378
evolutionar	-460.20420253747545
dancer	-460.12144982044083
climb	-459.75012827996284
corner	-457.8622949786114
bodie	-457.50317017242105
lag	-457.23657707292875
southwest	-457.02809040944373
DC	-454.28120378642245
contribute	-452.99177671853715
highway	-451.58216506394876
scor	-451.04509592138504
Hell	-451.0050267471037
lig	-449.59133624938295
assign	-449.13768395287536
Guil	-448.48321939839457
bowl	-446.36775292900353
cyclone	-445.79731621226114
contestant	-444.7399449404021
kel	-444.60413243051005
Economic	-443.4071367731723
Classic	-443.1204777358581
tool	-442.9607273807815
Volley	-442.8997618707306
painter	-441.7359333049717
cream	-441.4354603636226
Kaz	-441.2106495240157
manufactur	-440.58957677501564
territor	-440.18523335419945
careful	-439.5831137623059
surger	-438.61215164610354
tune	-438.19784094813383
Hav	-437.50387386585703
lung	-437.5010201478609
ockey	-436.00235186448833
topic	-435.8925831707669
programm	-433.67146393783196
Chart	-433.38529626036393
Mul	-432.9541348385135
rush	-431.3529377366485
uku	-431.08132167878813
reserve	-429.81049065614957
kyo	-429.64979829030926
gather	-429.40165216340665
attach	-429.29137363134504
commander	-429.27912952728616
Shah	-428.52326337961847
designer	-428.2628103600306
define	-425.86475622052
cock	-425.5240365521971
1890	-425.1656041799047
gil	-424.5061313858952
apply	-423.0547182159602
interesting	-422.1683532153812
unlike	-422.159889491143
physic	-419.7536738910753
branche	-419.57602177956534
Shu	-419.43617780617944
accuse	-419.2691928075491
fold	-416.93521650693094
discussion	-416.08214563681247
sburg	-415.0672639944654
Upp	-414.5266739274811
specialize	-414.26382198245784
tank	-414.0408022677117
observation	-413.6455579730499
polis	-413.48545182659427
ella	-413.4351400672766
promotion	-413.12269365017676
rating	-412.3194989411163
verb	-410.84853958266353
Palace	-410.4010601566857
trap	-409.84562569946456
settle	-409.39504313788103
iÄĩ	-409.3027806523922
Brad	-408.8604785572287
root	-408.77698575180955
permission	-408.6073948912249
researcher	-408.3990112333603
lab	-407.537165252063
1870	-406.9568166143471
Hart	-406.1348482227754
